x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,1
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,0
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,0
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,1
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,0
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,1
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,0
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,1
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,0
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,0
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,1
7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,0
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,1
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,1
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,0
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,1
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,1
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,0
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,1
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,0
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,1
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,0
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,0
7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,0
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,0
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,0
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,1
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,1
6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,0
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,0
10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,1
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,0
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,1
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,1
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,1
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,1
9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,0
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,1
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,1
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,0
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,1
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,1
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,1
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,1
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,1
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,1
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,0
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,1
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,0
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,0
6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,0
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,1
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,0
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,1
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,1
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,0
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,1
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,1
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,1
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,1
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,1
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,0
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,1
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,0
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,0
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,1
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0
7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,0
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,0
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,0
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,0
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,1
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,0
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,0
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,0
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,1
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,0
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,1
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,0
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,1
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,1
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,1
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,1
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,1
7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,0
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,1
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,0
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,1
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,0
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,1
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,1
