x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,1
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,1
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,1
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,0
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,1
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,1
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,1
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,0
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,1
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,1
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,1
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,1
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,0
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,0
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,0
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,0
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,0
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,0
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,0
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,0
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,1
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,1
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,0
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,1
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,0
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,1
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,1
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,1
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,1
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,1
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,0
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,0
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,1
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,1
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,1
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1
11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,1
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,0
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,0
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,0
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,1
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,1
7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,1
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,1
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,0
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,1
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,0
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,0
10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,0
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,1
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,0
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,1
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,0
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,1
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,1
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,1
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,1
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,1
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,1
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,0
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,0
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,1
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,1
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,1
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,1
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,0
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,1
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,0
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,1
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,0
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,0
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,1
10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,0
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,0
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,0
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,1
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,0
7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,1
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,1
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,1
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,0
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,0
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,0
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,1
